Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
OD997,Sharon,Snacks,Chocolates,Karur,10/28/2016,South,17.69,0.13,6.37,Tamil Nadu
OD998,Ram,Oil & Masala,Edible Oil & Ghee,Namakkal,10/28/2016,South,16.66,0.17,4.5,Tamil Nadu
OD999,Harish,Beverages,Soft Drinks,Pudukottai,10/28/2016,South,9.9,0.32,1.39,Tamil Nadu
OD1000,Rumaiza,Bakery,Breads & Buns,Perambalur,10/28/2016,South,7.33,0.23,0.88,Tamil Nadu
OD1001,Sudeep,Snacks,Cookies,Krishnagiri,11-10-2017,Central,23.14,0.1,1.16,Tamil Nadu
OD1002,Kumar,Beverages,Health Drinks,Tirunelveli,12/22/2018,Central,6.59,0.34,2.7,Tamil Nadu
OD1003,Malik,Bakery,Cakes,Madurai,08-07-2016,Central,8.01,0.12,0.96,Tamil Nadu
OD1004,Yusuf,Snacks,Chocolates,Coimbatore,10-01-2017,Central,20.96,0.17,9.43,Tamil Nadu
OD1005,Anu,"Eggs, Meat & Fish",Fish,Chennai,10/29/2017,Central,21.54,0.26,3.45,Tamil Nadu
OD1006,Ravi,Snacks,Chocolates,Coimbatore,12/22/2018,Central,21.32,0.19,4.9,Tamil Nadu
OD1007,Amy,Oil & Masala,Spices,Perambalur,05-12-2015,Central,8.87,0.19,1.06,Tamil Nadu
OD1008,Harish,Fruits & Veggies,Fresh Vegetables,Namakkal,12-01-2015,Central,15.1,0.23,5.89,Tamil Nadu
OD1009,James,Snacks,Cookies,Kanyakumari,08-03-2018,Central,22.96,0.34,5.05,Tamil Nadu
OD1010,Mathew,Food Grains,Organic Staples,Krishnagiri,9/24/2018,Central,5.56,0.18,1.44,Tamil Nadu
OD1011,Shah,"Eggs, Meat & Fish",Eggs,Dharmapuri,11/19/2018,Central,16.78,0.15,1.85,Tamil Nadu
OD1012,Vidya,Snacks,Chocolates,Namakkal,05-05-2015,Central,17.21,0.18,6.71,Tamil Nadu
OD1013,Harish,"Eggs, Meat & Fish",Fish,Dharmapuri,6/29/2018,Central,8.78,0.3,3.6,Tamil Nadu
OD1014,Roshan,"Eggs, Meat & Fish",Fish,Bodi,9/20/2015,Central,6.14,0.35,0.55,Tamil Nadu
OD1015,Jackson,Fruits & Veggies,Fresh Vegetables,Viluppuram,12/15/2015,Central,7.49,0.15,3.14,Tamil Nadu
OD1016,Yusuf,Oil & Masala,Spices,Tenkasi,5/14/2018,Central,23.98,0.24,4.08,Tamil Nadu
OD1017,Amrish,Bakery,Breads & Buns,Perambalur,10/24/2018,Central,11.54,0.1,1.96,Tamil Nadu
OD1018,Jackson,"Eggs, Meat & Fish",Fish,Tirunelveli,11/18/2015,Central,12.33,0.23,2.22,Tamil Nadu
OD1019,Sharon,Fruits & Veggies,Organic Vegetables,Nagercoil,8/28/2017,Central,13.96,0.12,4.33,Tamil Nadu
OD1020,Amy,Beverages,Health Drinks,Tirunelveli,6/29/2018,Central,18.51,0.22,7.59,Tamil Nadu
OD1021,Ganesh,Food Grains,Dals & Pulses,Chennai,3/14/2017,Central,23.48,0.3,3.05,Tamil Nadu
OD1022,Jackson,Oil & Masala,Spices,Viluppuram,11/18/2015,Central,13.68,0.12,2.33,Tamil Nadu
OD1023,Adavan,Food Grains,Atta & Flour,Karur,4/26/2018,Central,17.56,0.16,6.67,Tamil Nadu
OD1024,Jackson,"Eggs, Meat & Fish",Eggs,Dharmapuri,11/18/2015,Central,12.79,0.32,3.96,Tamil Nadu
OD1025,Willams,Bakery,Biscuits,Tirunelveli,9/27/2016,Central,16.69,0.26,6.68,Tamil Nadu
OD1026,Ram,Beverages,Soft Drinks,Chennai,5/17/2017,Central,21.4,0.27,3.85,Tamil Nadu
OD1027,Suresh,Food Grains,Atta & Flour,Viluppuram,10/13/2018,Central,7.07,0.21,1.27,Tamil Nadu
OD1028,Kumar,Beverages,Health Drinks,Kanyakumari,10-10-2017,Central,15.08,0.1,1.81,Tamil Nadu
OD1029,Veronica,Snacks,Noodles,Kanyakumari,06-03-2015,Central,24.41,0.3,3.17,Tamil Nadu
OD1030,Ram,Snacks,Cookies,Tirunelveli,6/25/2016,Central,8.57,0.21,3.77,Tamil Nadu
OD1031,Ganesh,Snacks,Noodles,Coimbatore,10/17/2017,East,11.53,0.31,4.04,Tamil Nadu
OD1032,Haseena,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,07-03-2018,East,13.7,0.3,4.8,Tamil Nadu
OD1033,Rumaiza,Snacks,Chocolates,Perambalur,09-02-2015,East,13.51,0.33,4.32,Tamil Nadu
OD1034,Malik,Oil & Masala,Spices,Virudhunagar,12-01-2015,East,21.78,0.33,6.75,Tamil Nadu
OD1035,Sabeela,Food Grains,Atta & Flour,Dharmapuri,12-05-2018,East,15.09,0.21,5.58,Tamil Nadu
OD1036,Peer,Beverages,Health Drinks,Chennai,08-09-2016,East,22.28,0.31,8.91,Tamil Nadu
OD1037,Anu,Fruits & Veggies,Fresh Fruits,Dindigul,12-01-2015,East,16.22,0.2,2.6,Tamil Nadu
OD1038,Ravi,Snacks,Cookies,Namakkal,12-04-2017,East,5.92,0.33,1.24,Tamil Nadu
OD1039,Amrish,"Eggs, Meat & Fish",Mutton,Karur,08-09-2016,East,11.01,0.23,4.95,Tamil Nadu
OD1040,Amrish,Beverages,Health Drinks,Virudhunagar,5/17/2017,East,5.07,0.33,0.81,Tamil Nadu
OD1041,Muneer,Fruits & Veggies,Organic Vegetables,Dindigul,03-09-2017,East,12.49,0.23,4.37,Tamil Nadu
OD1042,Hussain,"Eggs, Meat & Fish",Chicken,Namakkal,09-10-2015,East,13.86,0.12,6.1,Tamil Nadu
OD1043,Krithika,Beverages,Health Drinks,Vellore,2/14/2017,East,24.26,0.19,8.74,Tamil Nadu
OD1044,Komal,Food Grains,Atta & Flour,Tenkasi,4/21/2018,East,14.37,0.35,6.47,Tamil Nadu
OD1045,Mathew,Food Grains,Organic Staples,Dindigul,10/14/2015,East,17.71,0.35,6.91,Tamil Nadu
OD1046,Jonas,Fruits & Veggies,Fresh Vegetables,Dindigul,07-08-2015,East,19.58,0.16,1.17,Tamil Nadu
OD1047,Hussain,Bakery,Cakes,Ooty,6/29/2016,East,7.53,0.26,2.94,Tamil Nadu
OD1048,Ramesh,Food Grains,Atta & Flour,Perambalur,11/14/2017,East,7.14,0.25,0.5,Tamil Nadu
OD1049,Esther,Bakery,Biscuits,Salem,9/20/2015,East,6.7,0.19,2.88,Tamil Nadu
OD1050,Jackson,Snacks,Cookies,Vellore,10-04-2015,East,8.25,0.11,3.63,Tamil Nadu
OD1051,Peer,Bakery,Breads & Buns,Karur,3/26/2018,East,18.01,0.14,2.52,Tamil Nadu
OD1052,Vidya,Oil & Masala,Spices,Coimbatore,9/20/2015,East,6.67,0.28,0.8,Tamil Nadu
OD1053,James,Oil & Masala,Edible Oil & Ghee,Karur,11/20/2018,East,16.98,0.25,2.04,Tamil Nadu
OD1054,Yusuf,Oil & Masala,Masalas,Ooty,02-11-2018,East,16.44,0.32,7.4,Tamil Nadu
OD1055,Ridhesh,"Eggs, Meat & Fish",Eggs,Theni,05-03-2017,East,18.25,0.16,8.03,Tamil Nadu
OD1056,Willams,Beverages,Health Drinks,Pudukottai,12-10-2018,East,9.95,0.22,2.88,Tamil Nadu
OD1057,Ganesh,Snacks,Cookies,Kanyakumari,9/18/2017,East,6.37,0.35,2.48,Tamil Nadu
OD1058,Ravi,Beverages,Health Drinks,Coimbatore,4/17/2018,East,20.78,0.25,7.27,Tamil Nadu
OD1059,Verma,Beverages,Health Drinks,Dindigul,9/16/2018,East,6.64,0.31,0.47,Tamil Nadu
OD1060,Sudha,Bakery,Biscuits,Tirunelveli,12-01-2018,East,14.07,0.33,5.07,Tamil Nadu
OD1061,Willams,Fruits & Veggies,Organic Fruits,Pudukottai,12-10-2018,East,24.15,0.35,8.21,Tamil Nadu
OD1062,Amrish,Bakery,Cakes,Virudhunagar,07-11-2016,East,12.43,0.16,0.62,Tamil Nadu
OD1063,Shree,Oil & Masala,Masalas,Krishnagiri,12/15/2016,East,5.89,0.22,2.41,Tamil Nadu
OD1064,Jonas,Fruits & Veggies,Organic Fruits,Ramanadhapuram,07-11-2016,East,14.52,0.16,5.37,Tamil Nadu
OD1065,Sheeba,Oil & Masala,Spices,Trichy,9/14/2018,East,14.65,0.18,3.37,Tamil Nadu
OD1066,Surya,Fruits & Veggies,Organic Fruits,Virudhunagar,11/23/2018,East,19.0,0.1,1.33,Tamil Nadu
OD1067,Sundar,Fruits & Veggies,Organic Vegetables,Pudukottai,12/30/2017,East,19.09,0.22,6.3,Tamil Nadu
OD1068,Ram,Fruits & Veggies,Organic Vegetables,Dharmapuri,9/18/2017,East,6.07,0.31,2.24,Tamil Nadu
OD1069,Malik,Oil & Masala,Masalas,Krishnagiri,10/15/2015,East,5.14,0.16,1.54,Tamil Nadu
OD1070,Ganesh,Bakery,Breads & Buns,Ooty,9/14/2018,East,7.68,0.19,2.61,Tamil Nadu
OD1071,Peer,Food Grains,Organic Staples,Karur,2/14/2017,East,20.81,0.15,1.46,Tamil Nadu
OD1072,Roshan,"Eggs, Meat & Fish",Mutton,Dindigul,11/30/2018,East,16.23,0.16,6.17,Tamil Nadu
OD1073,Willams,Bakery,Cakes,Vellore,07-11-2016,East,9.48,0.29,2.46,Tamil Nadu
OD1074,Amy,Beverages,Health Drinks,Salem,10/21/2015,East,11.14,0.15,4.57,Tamil Nadu
OD1075,Sudha,Beverages,Health Drinks,Coimbatore,08-09-2016,East,15.64,0.16,5.16,Tamil Nadu
OD1076,Sheeba,Oil & Masala,Masalas,Bodi,07-07-2018,East,7.08,0.31,2.55,Tamil Nadu
OD1077,Shree,Food Grains,Dals & Pulses,Theni,7/28/2017,East,13.91,0.26,0.83,Tamil Nadu
OD1078,Anu,Oil & Masala,Masalas,Trichy,5/30/2018,South,8.82,0.17,3.97,Tamil Nadu
OD1079,Vinne,Fruits & Veggies,Fresh Vegetables,Karur,12-02-2018,South,20.55,0.26,8.63,Tamil Nadu
OD1080,Shah,Bakery,Biscuits,Perambalur,04-07-2015,South,5.77,0.25,1.67,Tamil Nadu
OD1081,Adavan,Bakery,Cakes,Chennai,11-05-2017,South,10.48,0.2,2.83,Tamil Nadu
OD1082,Ridhesh,Beverages,Soft Drinks,Tirunelveli,02-06-2018,South,11.92,0.2,2.26,Tamil Nadu
OD1083,Yadav,Food Grains,Atta & Flour,Tenkasi,12-05-2017,South,8.42,0.34,1.77,Tamil Nadu
OD1084,Ridhesh,Oil & Masala,Edible Oil & Ghee,Tenkasi,5/30/2018,South,22.55,0.31,1.58,Tamil Nadu
OD1085,Hafiz,Bakery,Biscuits,Karur,10/22/2017,South,7.89,0.27,1.89,Tamil Nadu
OD1086,Ganesh,"Eggs, Meat & Fish",Fish,Cumbum,10/13/2018,South,19.81,0.23,8.32,Tamil Nadu
OD1087,Sudeep,Snacks,Cookies,Dindigul,04-08-2017,South,13.37,0.22,0.94,Tamil Nadu
OD1088,Vince,Beverages,Soft Drinks,Namakkal,11-05-2017,South,10.11,0.26,2.02,Tamil Nadu
OD1089,Aditi,"Eggs, Meat & Fish",Fish,Salem,4/16/2016,South,23.4,0.35,5.85,Tamil Nadu
OD1090,Roshan,Bakery,Cakes,Chennai,12-09-2017,South,9.06,0.35,1.18,Tamil Nadu
OD1091,Esther,Fruits & Veggies,Fresh Fruits,Karur,4/16/2016,South,6.03,0.35,2.17,Tamil Nadu
OD1092,Harish,Oil & Masala,Masalas,Chennai,11/21/2016,South,10.63,0.14,4.47,Tamil Nadu
OD1093,Roshan,Oil & Masala,Edible Oil & Ghee,Theni,09-05-2015,South,21.08,0.34,7.8,Tamil Nadu
OD1094,Sharon,"Eggs, Meat & Fish",Mutton,Dharmapuri,11/30/2016,South,10.52,0.33,3.89,Tamil Nadu
OD1095,Jackson,Snacks,Chocolates,Pudukottai,05-01-2018,South,9.32,0.3,0.93,Tamil Nadu
OD1096,Ridhesh,Food Grains,Rice,Viluppuram,12-10-2018,South,7.3,0.15,1.46,Tamil Nadu
OD1097,Amrish,Food Grains,Rice,Coimbatore,12/25/2018,South,18.13,0.3,3.81,Tamil Nadu
OD1098,Akash,Beverages,Soft Drinks,Perambalur,11-11-2018,South,17.22,0.32,5.85,Tamil Nadu
OD1099,Yusuf,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,05-01-2017,South,21.47,0.21,7.94,Tamil Nadu
OD1100,Aditi,Oil & Masala,Masalas,Ramanadhapuram,9/29/2018,West,15.01,0.28,3.3,Tamil Nadu
OD1101,James,Oil & Masala,Edible Oil & Ghee,Tenkasi,3/13/2016,West,13.95,0.16,1.53,Tamil Nadu
OD1102,Arutra,Snacks,Chocolates,Tirunelveli,10/30/2018,West,16.4,0.34,5.9,Tamil Nadu
OD1103,Surya,Fruits & Veggies,Organic Fruits,Kanyakumari,12-08-2018,West,10.86,0.25,4.02,Tamil Nadu
OD1104,Sudeep,Beverages,Health Drinks,Trichy,09-12-2018,West,16.04,0.33,3.37,Tamil Nadu
OD1105,Vince,Oil & Masala,Masalas,Dharmapuri,10/14/2018,West,23.41,0.35,2.34,Tamil Nadu
OD1106,Surya,Fruits & Veggies,Organic Vegetables,Viluppuram,09-07-2018,West,5.55,0.31,2.44,Tamil Nadu
OD1107,Ravi,Snacks,Chocolates,Krishnagiri,11/16/2018,West,13.26,0.3,4.24,Tamil Nadu
OD1108,Veena,Beverages,Soft Drinks,Virudhunagar,11/15/2015,West,23.62,0.22,2.36,Tamil Nadu
OD1109,Arvind,Fruits & Veggies,Fresh Fruits,Virudhunagar,7/20/2015,West,9.88,0.29,3.66,Tamil Nadu
OD1110,Haseena,Beverages,Health Drinks,Ramanadhapuram,4/21/2018,West,16.99,0.2,1.7,Tamil Nadu
OD1111,Malik,Snacks,Cookies,Tirunelveli,08-12-2018,West,10.45,0.3,2.3,Tamil Nadu
OD1112,Ramesh,Snacks,Cookies,Virudhunagar,8/21/2018,West,11.73,0.12,4.11,Tamil Nadu
OD1113,Malik,Bakery,Cakes,Salem,11/24/2015,West,7.43,0.11,0.89,Tamil Nadu
OD1114,Adavan,Food Grains,Atta & Flour,Dindigul,5/27/2018,West,21.37,0.12,5.34,Tamil Nadu
OD1115,Amrish,"Eggs, Meat & Fish",Eggs,Karur,09-07-2018,West,16.68,0.34,2.34,Tamil Nadu
OD1116,Vinne,"Eggs, Meat & Fish",Chicken,Madurai,07-04-2017,West,23.9,0.3,10.76,Tamil Nadu
OD1117,Krithika,"Eggs, Meat & Fish",Fish,Theni,12-03-2017,West,12.01,0.28,2.88,Tamil Nadu
OD1118,Ram,Fruits & Veggies,Organic Vegetables,Bodi,7/31/2018,West,8.17,0.11,3.6,Tamil Nadu
OD1119,Peer,Oil & Masala,Spices,Dharmapuri,11-04-2017,West,11.14,0.32,2.34,Tamil Nadu
OD1120,Adavan,Fruits & Veggies,Organic Fruits,Kanyakumari,6/17/2017,West,20.6,0.1,2.06,Tamil Nadu
OD1121,Sharon,"Eggs, Meat & Fish",Mutton,Karur,1/31/2015,West,17.84,0.23,8.03,Tamil Nadu
OD1122,Vinne,Bakery,Biscuits,Nagercoil,07-04-2017,West,10.66,0.27,1.07,Tamil Nadu
OD1123,Esther,Oil & Masala,Masalas,Cumbum,9/29/2018,West,15.24,0.1,2.74,Tamil Nadu
OD1124,Ganesh,Snacks,Cookies,Coimbatore,03-07-2015,West,5.98,0.21,0.54,Tamil Nadu
OD1125,Mathew,Snacks,Chocolates,Madurai,10-02-2016,West,23.91,0.12,2.39,Tamil Nadu
OD1126,Muneer,"Eggs, Meat & Fish",Mutton,Ooty,8/22/2018,West,11.44,0.17,1.94,Tamil Nadu
OD1127,Veena,Food Grains,Atta & Flour,Kanyakumari,11/23/2015,West,12.09,0.19,0.73,Tamil Nadu
OD1128,Suresh,Fruits & Veggies,Fresh Fruits,Kanyakumari,11-03-2017,West,13.61,0.28,5.44,Tamil Nadu
OD1129,Ram,"Eggs, Meat & Fish",Fish,Tirunelveli,10-11-2015,West,12.59,0.17,3.78,Tamil Nadu
OD1130,Suresh,Oil & Masala,Masalas,Namakkal,6/20/2017,West,12.14,0.29,3.16,Tamil Nadu
OD1131,Yadav,Bakery,Breads & Buns,Dindigul,10/30/2018,West,17.94,0.16,1.08,Tamil Nadu
OD1132,Arutra,Beverages,Soft Drinks,Karur,12/20/2015,West,15.73,0.29,4.88,Tamil Nadu
OD1133,James,Bakery,Cakes,Cumbum,12/20/2015,West,22.96,0.31,3.21,Tamil Nadu
OD1134,Peer,Oil & Masala,Spices,Ooty,04-12-2017,West,8.23,0.21,0.66,Tamil Nadu
OD1135,Komal,Beverages,Soft Drinks,Coimbatore,4/23/2018,West,24.18,0.23,8.7,Tamil Nadu
OD1136,Sabeela,Snacks,Chocolates,Chennai,6/17/2017,West,9.84,0.23,0.98,Tamil Nadu
OD1137,Komal,Fruits & Veggies,Fresh Fruits,Namakkal,05-05-2017,West,6.05,0.18,2.48,Tamil Nadu
OD1138,Sudeep,Bakery,Cakes,Perambalur,8/21/2018,West,16.19,0.21,6.96,Tamil Nadu
OD1139,Veronica,Fruits & Veggies,Fresh Fruits,Coimbatore,10-01-2017,West,7.17,0.34,1.72,Tamil Nadu
OD1140,Hussain,Fruits & Veggies,Organic Fruits,Bodi,10-01-2018,West,12.06,0.11,1.09,Tamil Nadu
OD1141,Kumar,"Eggs, Meat & Fish",Mutton,Salem,6/17/2017,West,15.54,0.18,3.11,Tamil Nadu
OD1142,Ram,Oil & Masala,Masalas,Madurai,11/23/2015,West,13.96,0.12,3.77,Tamil Nadu
OD1143,Anu,Snacks,Chocolates,Chennai,1/27/2016,West,9.98,0.11,2.69,Tamil Nadu
OD1144,Muneer,Snacks,Noodles,Trichy,6/16/2018,West,17.74,0.35,3.02,Tamil Nadu
OD1145,James,"Eggs, Meat & Fish",Chicken,Virudhunagar,10/30/2018,West,6.09,0.33,1.1,Tamil Nadu
OD1146,Aditi,Beverages,Health Drinks,Nagercoil,05-05-2018,West,22.54,0.12,7.89,Tamil Nadu
OD1147,Yusuf,Snacks,Chocolates,Bodi,1/19/2015,West,10.43,0.12,4.48,Tamil Nadu
OD1148,Sabeela,Fruits & Veggies,Fresh Vegetables,Dindigul,12/17/2016,Central,12.72,0.25,0.64,Tamil Nadu
OD1149,Arutra,Fruits & Veggies,Fresh Vegetables,Bodi,10/15/2016,Central,6.01,0.14,2.7,Tamil Nadu
OD1150,Sundar,Bakery,Breads & Buns,Viluppuram,10/22/2018,Central,18.2,0.31,7.46,Tamil Nadu
OD1151,Vidya,Fruits & Veggies,Organic Fruits,Namakkal,12/17/2016,Central,17.18,0.13,3.44,Tamil Nadu
OD1152,Sabeela,"Eggs, Meat & Fish",Eggs,Bodi,12/17/2016,Central,21.65,0.13,2.81,Tamil Nadu
OD1153,Vinne,"Eggs, Meat & Fish",Eggs,Vellore,12-10-2017,Central,20.83,0.24,1.04,Tamil Nadu
OD1154,Rumaiza,Bakery,Breads & Buns,Theni,09-07-2018,Central,11.31,0.24,0.79,Tamil Nadu
OD1155,Peer,Bakery,Cakes,Perambalur,09-01-2018,Central,6.52,0.26,2.48,Tamil Nadu
OD1156,Peer,Bakery,Cakes,Bodi,12/17/2016,Central,22.91,0.31,1.15,Tamil Nadu
OD1157,Akash,Snacks,Chocolates,Cumbum,12-11-2018,Central,22.08,0.14,2.87,Tamil Nadu
OD1158,Jonas,Fruits & Veggies,Organic Vegetables,Trichy,10/30/2018,Central,10.6,0.21,1.91,Tamil Nadu
OD1159,Vinne,Food Grains,Dals & Pulses,Viluppuram,10/15/2016,Central,11.68,0.26,2.92,Tamil Nadu
OD1160,Veena,Beverages,Soft Drinks,Madurai,5/26/2017,Central,11.66,0.12,2.22,Tamil Nadu
OD1161,Veena,Fruits & Veggies,Organic Fruits,Coimbatore,12-11-2018,Central,13.77,0.29,2.62,Tamil Nadu
OD1162,Ramesh,Oil & Masala,Masalas,Madurai,10/30/2018,Central,15.71,0.2,7.07,Tamil Nadu
OD1163,Arvind,Food Grains,Atta & Flour,Chennai,8/25/2016,Central,19.56,0.12,6.46,Tamil Nadu
OD1164,Komal,Beverages,Soft Drinks,Coimbatore,12/14/2018,Central,9.21,0.24,3.41,Tamil Nadu
OD1165,Vidya,Fruits & Veggies,Fresh Fruits,Viluppuram,12-01-2016,Central,15.89,0.33,6.99,Tamil Nadu
OD1166,Sharon,Beverages,Health Drinks,Ooty,8/25/2016,Central,22.82,0.33,5.48,Tamil Nadu
OD1167,Jonas,Food Grains,Rice,Madurai,2/18/2015,Central,5.36,0.12,1.61,Tamil Nadu
OD1168,Vince,"Eggs, Meat & Fish",Fish,Vellore,12/14/2018,Central,17.85,0.34,3.21,Tamil Nadu
OD1169,Harish,"Eggs, Meat & Fish",Eggs,Karur,10/15/2016,Central,16.83,0.29,6.56,Tamil Nadu
OD1170,Komal,Oil & Masala,Masalas,Ooty,11/13/2016,Central,12.06,0.23,2.53,Tamil Nadu
OD1171,Rumaiza,Beverages,Health Drinks,Karur,05-04-2015,East,10.34,0.3,0.93,Tamil Nadu
OD1172,Vidya,Snacks,Cookies,Tirunelveli,5/25/2018,East,22.29,0.14,9.58,Tamil Nadu
OD1173,Aditi,Food Grains,Organic Staples,Dindigul,06-04-2017,East,6.69,0.1,2.88,Tamil Nadu
OD1174,Suresh,Food Grains,Organic Staples,Chennai,3/17/2017,East,13.38,0.25,1.61,Tamil Nadu
OD1175,Sharon,Oil & Masala,Masalas,Ramanadhapuram,9/25/2016,East,15.56,0.29,4.2,Tamil Nadu
OD1176,Ravi,Bakery,Cakes,Ramanadhapuram,03-05-2016,East,17.08,0.25,5.98,Tamil Nadu
OD1177,Shah,Beverages,Health Drinks,Dharmapuri,06-04-2017,East,8.38,0.23,1.09,Tamil Nadu
OD1178,Esther,Snacks,Noodles,Namakkal,5/14/2017,East,10.52,0.24,1.05,Tamil Nadu
OD1179,Arutra,"Eggs, Meat & Fish",Eggs,Trichy,3/16/2018,East,19.01,0.35,2.28,Tamil Nadu
OD1180,Muneer,Oil & Masala,Edible Oil & Ghee,Ooty,12-06-2016,East,12.13,0.31,3.15,Tamil Nadu
OD1181,Harish,Fruits & Veggies,Fresh Fruits,Dharmapuri,1/15/2017,East,22.91,0.32,5.27,Tamil Nadu
OD1182,Arvind,"Eggs, Meat & Fish",Fish,Madurai,10-12-2018,East,18.81,0.12,5.83,Tamil Nadu
OD1183,Krithika,Fruits & Veggies,Organic Fruits,Perambalur,09-07-2016,East,19.68,0.25,2.95,Tamil Nadu
OD1184,Kumar,Beverages,Health Drinks,Tirunelveli,6/30/2018,East,14.05,0.27,6.04,Tamil Nadu
OD1185,Roshan,Oil & Masala,Spices,Chennai,7/31/2016,East,11.16,0.25,2.9,Tamil Nadu
OD1186,Vidya,"Eggs, Meat & Fish",Eggs,Ooty,9/14/2015,East,13.5,0.34,0.95,Tamil Nadu
OD1187,Muneer,"Eggs, Meat & Fish",Fish,Perambalur,11-05-2015,South,20.88,0.19,2.71,Tamil Nadu
OD1188,Roshan,Bakery,Cakes,Trichy,07-06-2018,South,19.02,0.34,7.04,Tamil Nadu
OD1189,Shree,Bakery,Biscuits,Salem,10/28/2017,South,18.41,0.24,0.92,Tamil Nadu
OD1190,Adavan,Bakery,Cakes,Bodi,10/28/2017,South,17.35,0.21,0.87,Tamil Nadu
OD1191,Ganesh,Snacks,Noodles,Chennai,10/28/2017,South,6.01,0.26,0.48,Tamil Nadu
OD1192,James,Oil & Masala,Spices,Bodi,10/20/2018,South,10.04,0.18,0.8,Tamil Nadu
OD1193,Arutra,Oil & Masala,Edible Oil & Ghee,Coimbatore,7/28/2015,South,18.56,0.24,4.64,Tamil Nadu
OD1194,Veronica,Fruits & Veggies,Fresh Vegetables,Cumbum,3/31/2015,South,7.09,0.1,0.64,Tamil Nadu
OD1195,Haseena,Beverages,Health Drinks,Bodi,8/13/2016,West,10.12,0.15,3.44,Tamil Nadu
OD1196,Sudeep,Oil & Masala,Masalas,Theni,09-04-2017,West,22.19,0.28,2.22,Tamil Nadu
OD1197,Jonas,Oil & Masala,Spices,Ramanadhapuram,9/13/2015,West,15.43,0.13,0.93,Tamil Nadu
OD1198,Surya,Snacks,Chocolates,Cumbum,10/22/2017,West,22.46,0.21,2.47,Tamil Nadu
OD1199,Peer,Food Grains,Atta & Flour,Karur,09-11-2018,West,5.49,0.24,0.49,Tamil Nadu
OD1200,Kumar,Fruits & Veggies,Fresh Vegetables,Theni,9/24/2018,West,12.04,0.32,3.97,Tamil Nadu
OD1201,Hafiz,Food Grains,Atta & Flour,Tirunelveli,10/31/2016,West,23.61,0.18,4.96,Tamil Nadu
OD1202,Sharon,Fruits & Veggies,Fresh Fruits,Virudhunagar,08-08-2016,West,22.91,0.32,1.15,Tamil Nadu
OD1203,Anu,Snacks,Chocolates,Tirunelveli,09-08-2017,West,4.95,0.14,0.45,Tamil Nadu
OD1204,Willams,"Eggs, Meat & Fish",Fish,Madurai,09-11-2018,West,7.6,0.1,3.34,Tamil Nadu
OD1205,Sharon,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,11/24/2018,West,18.5,0.15,4.07,Tamil Nadu
OD1206,Vidya,Oil & Masala,Spices,Trichy,11/24/2018,West,11.47,0.27,3.55,Tamil Nadu
OD1207,Mathew,Snacks,Cookies,Salem,4/14/2017,West,8.41,0.31,0.76,Tamil Nadu
OD1208,Malik,"Eggs, Meat & Fish",Mutton,Salem,10/31/2016,West,13.08,0.19,3.01,Tamil Nadu
OD1209,Yusuf,Bakery,Biscuits,Salem,12-11-2017,West,10.66,0.2,4.37,Tamil Nadu
OD1210,Ramesh,Beverages,Health Drinks,Ooty,3/22/2017,West,20.86,0.13,8.14,Tamil Nadu
OD1211,Suresh,Food Grains,Atta & Flour,Krishnagiri,12-11-2017,West,10.98,0.13,0.55,Tamil Nadu
OD1212,Willams,Food Grains,Rice,Nagercoil,02-11-2015,Central,11.85,0.14,0.59,Tamil Nadu
OD1213,Veena,Oil & Masala,Spices,Ooty,11/18/2017,Central,21.03,0.27,3.79,Tamil Nadu
OD1214,Verma,Beverages,Health Drinks,Viluppuram,1/16/2018,Central,16.83,0.28,4.04,Tamil Nadu
OD1215,Anu,"Eggs, Meat & Fish",Mutton,Kanyakumari,1/29/2018,Central,22.44,0.17,9.2,Tamil Nadu
OD1216,Harish,"Eggs, Meat & Fish",Fish,Tenkasi,02-11-2015,Central,22.86,0.22,8.23,Tamil Nadu
OD1217,Surya,Snacks,Chocolates,Kanyakumari,09-07-2015,Central,23.27,0.21,9.77,Tamil Nadu
OD1218,Mathew,"Eggs, Meat & Fish",Fish,Krishnagiri,09-07-2015,Central,5.89,0.25,0.29,Tamil Nadu
OD1219,Shree,"Eggs, Meat & Fish",Mutton,Madurai,10/20/2017,Central,12.0,0.27,5.4,Tamil Nadu
OD1220,Amrish,Beverages,Health Drinks,Trichy,5/26/2016,Central,7.49,0.1,1.12,Tamil Nadu
OD1221,Ridhesh,Snacks,Chocolates,Perambalur,8/20/2015,Central,20.18,0.15,1.01,Tamil Nadu
OD1222,Surya,Food Grains,Organic Staples,Pudukottai,5/21/2015,Central,19.76,0.29,6.32,Tamil Nadu
OD1223,Yusuf,Snacks,Chocolates,Ooty,6/25/2017,Central,11.24,0.27,4.95,Tamil Nadu
OD1224,Roshan,Oil & Masala,Edible Oil & Ghee,Vellore,12-01-2017,Central,19.34,0.3,8.31,Tamil Nadu
OD1225,Verma,Beverages,Health Drinks,Karur,4/20/2015,Central,20.88,0.19,3.55,Tamil Nadu
OD1226,Arvind,Snacks,Chocolates,Krishnagiri,10-03-2015,Central,21.43,0.22,1.29,Tamil Nadu
